  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#33   | STANDARD POLISHED BRASS   |     14 |           16
 Brand#33   | STANDARD POLISHED COPPER  |     49 |           16
 Brand#34   | ECONOMY BURNISHED BRASS   |     14 |           16
 Brand#34   | LARGE BRUSHED BRASS       |     13 |           16
 Brand#34   | LARGE PLATED STEEL        |      6 |           16
 Brand#34   | LARGE POLISHED COPPER     |     14 |           16
 Brand#34   | MEDIUM PLATED COPPER      |     21 |           16
 Brand#34   | PROMO BRUSHED NICKEL      |     12 |           16
 Brand#34   | PROMO BURNISHED COPPER    |     13 |           16
 Brand#34   | PROMO BURNISHED TIN       |     12 |           16
 Brand#34   | PROMO POLISHED STEEL      |      2 |           16
 Brand#34   | SMALL ANODIZED NICKEL     |     14 |           16
 Brand#34   | SMALL BURNISHED COPPER    |     12 |           16
 Brand#34   | SMALL PLATED BRASS        |     17 |           16
 Brand#34   | SMALL POLISHED COPPER     |     13 |           16
 Brand#34   | STANDARD ANODIZED COPPER  |     13 |           16
 Brand#34   | STANDARD BURNISHED STEEL  |     12 |           16
 Brand#34   | STANDARD POLISHED BRASS   |      6 |           16
 Brand#35   | ECONOMY PLATED STEEL      |     14 |           16
 Brand#35   | LARGE ANODIZED COPPER     |     49 |           16
 Brand#35   | LARGE BRUSHED TIN         |     49 |           16
 Brand#35   | MEDIUM PLATED NICKEL      |     21 |           16
 Brand#35   | MEDIUM PLATED STEEL       |      2 |           16
 Brand#35   | MEDIUM POLISHED BRASS     |     13 |           16
 Brand#35   | PROMO ANODIZED BRASS      |     17 |           16
 Brand#35   | PROMO ANODIZED NICKEL     |      6 |           16
 Brand#35   | PROMO BRUSHED STEEL       |     21 |           16
 Brand#35   | PROMO BURNISHED STEEL     |     13 |           16
 Brand#35   | SMALL ANODIZED STEEL      |      2 |           16
 Brand#35   | SMALL BRUSHED BRASS       |     12 |           16
 Brand#35   | SMALL BRUSHED TIN         |     49 |           16
 Brand#35   | SMALL BURNISHED COPPER    |      2 |           16
 Brand#35   | STANDARD BRUSHED BRASS    |     17 |           16
 Brand#35   | STANDARD BRUSHED STEEL    |     12 |           16
 Brand#35   | STANDARD BURNISHED BRASS  |     21 |           16
 Brand#35   | STANDARD BURNISHED COPPER |     12 |           16
 Brand#41   | ECONOMY ANODIZED NICKEL   |     12 |           16
 Brand#41   | ECONOMY ANODIZED STEEL    |     49 |           16
 Brand#41   | ECONOMY BURNISHED NICKEL  |     12 |           16
 Brand#41   | ECONOMY POLISHED COPPER   |     21 |           16
 Brand#41   | LARGE ANODIZED BRASS      |     21 |           16
 Brand#41   | LARGE BURNISHED BRASS     |     13 |           16
 Brand#41   | LARGE PLATED COPPER       |      2 |           16
 Brand#41   | LARGE PLATED STEEL        |     17 |           16
 Brand#41   | MEDIUM BURNISHED STEEL    |      6 |           16
 Brand#41   | MEDIUM POLISHED NICKEL    |     49 |           16
 Brand#41   | PROMO ANODIZED BRASS      |      6 |           16
 Brand#41   | PROMO BURNISHED COPPER    |     17 |           16
 Brand#41   | PROMO BURNISHED NICKEL    |     12 |           16
 Brand#41   | SMALL BRUSHED TIN         |     17 |           16
 Brand#41   | SMALL BURNISHED NICKEL    |      6 |           16
 Brand#41   | SMALL POLISHED TIN        |     14 |           16
 Brand#41   | STANDARD ANODIZED TIN     |      6 |           16
 Brand#41   | STANDARD PLATED COPPER    |      6 |           16
 Brand#42   | ECONOMY BRUSHED STEEL     |     14 |           16
 Brand#42   | ECONOMY BURNISHED BRASS   |     21 |           16
 Brand#42   | ECONOMY PLATED COPPER     |     17 |           16
 Brand#42   | ECONOMY PLATED NICKEL     |     12 |           16
 Brand#42   | ECONOMY PLATED STEEL      |      6 |           16
 Brand#42   | ECONOMY POLISHED STEEL    |     13 |           16
 Brand#42   | LARGE BRUSHED STEEL       |     14 |           16
 Brand#42   | LARGE BURNISHED BRASS     |      2 |           16
 Brand#42   | LARGE BURNISHED BRASS     |     21 |           16
 Brand#42   | LARGE BURNISHED COPPER    |     12 |           16
 Brand#42   | LARGE BURNISHED TIN       |     17 |           16
 Brand#42   | LARGE POLISHED BRASS      |      6 |           16
 Brand#42   | LARGE POLISHED STEEL      |     14 |           16
 Brand#42   | LARGE POLISHED TIN        |     13 |           16
 Brand#42   | MEDIUM ANODIZED BRASS     |      6 |           16
 Brand#42   | MEDIUM ANODIZED STEEL     |     14 |           16
 Brand#42   | MEDIUM BRUSHED BRASS      |      2 |           16
 Brand#42   | MEDIUM BRUSHED STEEL      |     14 |           16
 Brand#42   | MEDIUM BURNISHED COPPER   |     49 |           16
 Brand#42   | MEDIUM BURNISHED TIN      |     49 |           16
 Brand#42   | MEDIUM PLATED STEEL       |      6 |           16
 Brand#42   | PROMO ANODIZED BRASS      |     12 |           16
 Brand#42   | PROMO ANODIZED NICKEL     |     49 |           16
 Brand#42   | PROMO ANODIZED STEEL      |     49 |           16
 Brand#42   | PROMO BRUSHED BRASS       |      2 |           16
 Brand#42   | PROMO BURNISHED TIN       |     49 |           16
 Brand#42   | SMALL ANODIZED TIN        |     49 |           16
 Brand#42   | SMALL BRUSHED TIN         |     21 |           16
 Brand#42   | SMALL BURNISHED NICKEL    |      6 |           16
 Brand#42   | SMALL BURNISHED TIN       |     12 |           16
 Brand#42   | SMALL POLISHED BRASS      |     12 |           16
 Brand#42   | SMALL POLISHED BRASS      |     17 |           16
 Brand#42   | STANDARD BRUSHED NICKEL   |     12 |           16
 Brand#42   | STANDARD BRUSHED STEEL    |     49 |           16
 Brand#42   | STANDARD BURNISHED NICKEL |     21 |           16
 Brand#42   | STANDARD BURNISHED STEEL  |     12 |           16
 Brand#42   | STANDARD POLISHED BRASS   |     21 |           16
 Brand#43   | ECONOMY BRUSHED BRASS     |      2 |           16
 Brand#43   | ECONOMY BURNISHED NICKEL  |     13 |           16
 Brand#43   | ECONOMY PLATED COPPER     |     17 |           16
 Brand#43   | ECONOMY PLATED TIN        |      2 |           16
 Brand#43   | ECONOMY PLATED TIN        |     49 |           16
 Brand#43   | ECONOMY POLISHED STEEL    |     13 |           16
 Brand#43   | ECONOMY POLISHED TIN      |     14 |           16
 Brand#43   | LARGE BRUSHED TIN         |     12 |           16
 Brand#43   | LARGE PLATED BRASS        |     13 |           16
 Brand#43   | LARGE PLATED BRASS        |     14 |           16
 Brand#43   | LARGE PLATED NICKEL       |      6 |           16
 Brand#43   | MEDIUM ANODIZED COPPER    |     13 |           16
 Brand#43   | MEDIUM ANODIZED COPPER    |     49 |           16
 Brand#43   | MEDIUM BRUSHED BRASS      |      6 |           16
 Brand#43   | MEDIUM POLISHED BRASS     |     21 |           16
 Brand#43   | PROMO BRUSHED BRASS       |      2 |           16
 Brand#43   | PROMO BRUSHED COPPER      |     17 |           16
 Brand#43   | PROMO BRUSHED STEEL       |     49 |           16
 Brand#43   | PROMO BRUSHED TIN         |     21 |           16
 Brand#43   | PROMO BURNISHED NICKEL    |     17 |           16
 Brand#43   | STANDARD ANODIZED NICKEL  |      6 |           16
 Brand#43   | STANDARD BRUSHED COPPER   |      6 |           16
 Brand#43   | STANDARD BRUSHED NICKEL   |      6 |           16
 Brand#43   | STANDARD BURNISHED STEEL  |     21 |           16
 Brand#43   | STANDARD BURNISHED TIN    |      2 |           16
 Brand#44   | ECONOMY BURNISHED TIN     |      6 |           16
 Brand#44   | ECONOMY PLATED BRASS      |      2 |           16
 Brand#44   | ECONOMY PLATED COPPER     |     21 |           16
 Brand#44   | ECONOMY PLATED STEEL      |     13 |           16
 Brand#44   | LARGE PLATED BRASS        |     49 |           16
 Brand#44   | LARGE PLATED STEEL        |     14 |           16
 Brand#44   | MEDIUM ANODIZED TIN       |      6 |           16
 Brand#44   | MEDIUM ANODIZED TIN       |     49 |           16
 Brand#44   | MEDIUM PLATED STEEL       |     49 |           16
 Brand#44   | MEDIUM PLATED TIN         |     13 |           16
 Brand#44   | PROMO PLATED BRASS        |     21 |           16
 Brand#44   | SMALL ANODIZED STEEL      |     14 |           16
 Brand#44   | SMALL BRUSHED BRASS       |      6 |           16
 Brand#44   | SMALL BRUSHED TIN         |     14 |           16
 Brand#44   | SMALL BURNISHED COPPER    |     13 |           16
 Brand#44   | SMALL PLATED COPPER       |      2 |           16
 Brand#44   | STANDARD BRUSHED COPPER   |      6 |           16
 Brand#44   | STANDARD BRUSHED STEEL    |     17 |           16
 Brand#44   | STANDARD PLATED BRASS     |     49 |           16
 Brand#45   | ECONOMY ANODIZED COPPER   |      6 |           16
 Brand#45   | ECONOMY BRUSHED BRASS     |      6 |           16
 Brand#45   | ECONOMY BURNISHED COPPER  |      2 |           16
 Brand#45   | ECONOMY POLISHED NICKEL   |     14 |           16
 Brand#45   | ECONOMY POLISHED TIN      |      2 |           16
 Brand#45   | LARGE ANODIZED TIN        |     13 |           16
 Brand#45   | LARGE BURNISHED COPPER    |     21 |           16
 Brand#45   | LARGE PLATED STEEL        |     49 |           16
 Brand#45   | PROMO ANODIZED COPPER     |     17 |           16
 Brand#45   | PROMO ANODIZED TIN        |     49 |           16
 Brand#45   | PROMO BRUSHED BRASS       |     12 |           16
 Brand#45   | PROMO BRUSHED BRASS       |     21 |           16
 Brand#45   | PROMO PLATED COPPER       |     21 |           16
 Brand#45   | PROMO POLISHED BRASS      |     49 |           16
 Brand#45   | PROMO POLISHED STEEL      |      6 |           16
 Brand#45   | PROMO POLISHED TIN        |     14 |           16
 Brand#45   | SMALL BRUSHED STEEL       |      2 |           16
 Brand#45   | SMALL POLISHED COPPER     |      6 |           16
 Brand#45   | SMALL POLISHED COPPER     |     14 |           16
 Brand#45   | SMALL POLISHED TIN        |     21 |           16
 Brand#45   | STANDARD BURNISHED COPPER |     13 |           16
 Brand#51   | ECONOMY ANODIZED BRASS    |     12 |           16
 Brand#51   | ECONOMY BRUSHED BRASS     |      6 |           16
 Brand#51   | ECONOMY PLATED BRASS      |      2 |           16
 Brand#51   | ECONOMY POLISHED BRASS    |      6 |           16
 Brand#51   | LARGE ANODIZED BRASS      |     21 |           16
 Brand#51   | LARGE BRUSHED TIN         |     13 |           16
 Brand#51   | LARGE BURNISHED COPPER    |     14 |           16
 Brand#51   | LARGE PLATED BRASS        |     49 |           16
 Brand#51   | LARGE POLISHED COPPER     |      2 |           16
 Brand#51   | MEDIUM BRUSHED NICKEL     |     17 |           16
 Brand#51   | MEDIUM BURNISHED BRASS    |     12 |           16
 Brand#51   | MEDIUM PLATED BRASS       |     14 |           16
 Brand#51   | MEDIUM PLATED NICKEL      |      6 |           16
 Brand#51   | PROMO BRUSHED STEEL       |     12 |           16
 Brand#51   | PROMO BURNISHED COPPER    |      2 |           16
 Brand#51   | PROMO BURNISHED NICKEL    |     14 |           16
 Brand#51   | PROMO BURNISHED NICKEL    |     21 |           16
 Brand#51   | PROMO PLATED COPPER       |     13 |           16
 Brand#51   | PROMO PLATED NICKEL       |     14 |           16
 Brand#51   | PROMO POLISHED TIN        |     13 |           16
 Brand#51   | SMALL PLATED COPPER       |     12 |           16
 Brand#51   | STANDARD BRUSHED BRASS    |     21 |           16
 Brand#51   | STANDARD BURNISHED TIN    |     17 |           16
 Brand#51   | STANDARD PLATED COPPER    |     12 |           16
 Brand#52   | ECONOMY ANODIZED TIN      |     21 |           16
 Brand#52   | ECONOMY BRUSHED TIN       |     12 |           16
 Brand#52   | ECONOMY BURNISHED STEEL   |     14 |           16
 Brand#52   | ECONOMY PLATED COPPER     |     13 |           16
 Brand#52   | ECONOMY POLISHED TIN      |      6 |           16
 Brand#52   | LARGE ANODIZED BRASS      |     21 |           16
 Brand#52   | LARGE ANODIZED TIN        |     12 |           16
 Brand#52   | LARGE BRUSHED BRASS       |     12 |           16
 Brand#52   | LARGE BRUSHED BRASS       |     14 |           16
 Brand#52   | LARGE BRUSHED COPPER      |     21 |           16
 Brand#52   | MEDIUM ANODIZED NICKEL    |     21 |           16
 Brand#52   | MEDIUM PLATED COPPER      |     17 |           16
 Brand#52   | MEDIUM PLATED STEEL       |     12 |           16
 Brand#52   | MEDIUM POLISHED TIN       |     12 |           16
 Brand#52   | PROMO BRUSHED NICKEL      |     21 |           16
 Brand#52   | PROMO BURNISHED COPPER    |     17 |           16
 Brand#52   | PROMO BURNISHED STEEL     |      2 |           16
 Brand#52   | PROMO PLATED COPPER       |     14 |           16
 Brand#52   | PROMO PLATED TIN          |     21 |           16
 Brand#52   | PROMO POLISHED STEEL      |      2 |           16
 Brand#52   | SMALL BRUSHED COPPER      |      2 |           16
 Brand#52   | SMALL BURNISHED STEEL     |      6 |           16
 Brand#52   | STANDARD BRUSHED COPPER   |     12 |           16
 Brand#52   | STANDARD BRUSHED COPPER   |     14 |           16
 Brand#52   | STANDARD BURNISHED BRASS  |     14 |           16
 Brand#52   | STANDARD PLATED NICKEL    |      2 |           16
 Brand#52   | STANDARD POLISHED NICKEL  |     12 |           16
 Brand#53   | ECONOMY PLATED COPPER     |     17 |           16
 Brand#53   | ECONOMY POLISHED BRASS    |      2 |           16
 Brand#53   | ECONOMY POLISHED TIN      |     21 |           16
 Brand#53   | LARGE ANODIZED COPPER     |     12 |           16
 Brand#53   | LARGE ANODIZED NICKEL     |      6 |           16
 Brand#53   | LARGE BRUSHED COPPER      |     13 |           16
 Brand#53   | LARGE BRUSHED COPPER      |     14 |           16
 Brand#53   | LARGE PLATED TIN          |     14 |           16
 Brand#53   | LARGE POLISHED BRASS      |     14 |           16
 Brand#53   | LARGE POLISHED STEEL      |     49 |           16
 Brand#53   | MEDIUM BRUSHED NICKEL     |     49 |           16
 Brand#53   | MEDIUM BRUSHED STEEL      |     21 |           16
 Brand#53   | MEDIUM BURNISHED COPPER   |     49 |           16
 Brand#53   | MEDIUM POLISHED COPPER    |     17 |           16
 Brand#53   | PROMO PLATED STEEL        |      6 |           16
 Brand#53   | SMALL BRUSHED COPPER      |     13 |           16
 Brand#53   | STANDARD BRUSHED TIN      |      6 |           16
 Brand#53   | STANDARD BURNISHED BRASS  |     12 |           16
 Brand#53   | STANDARD PLATED NICKEL    |      2 |           16
 Brand#53   | STANDARD PLATED NICKEL    |     13 |           16
 Brand#53   | STANDARD POLISHED TIN     |     17 |           16
 Brand#54   | ECONOMY BRUSHED COPPER    |     14 |           16
 Brand#54   | LARGE ANODIZED NICKEL     |     49 |           16
 Brand#54   | LARGE BURNISHED BRASS     |     49 |           16
 Brand#54   | LARGE BURNISHED COPPER    |     12 |           16
 Brand#54   | LARGE BURNISHED NICKEL    |     21 |           16
 Brand#54   | LARGE POLISHED COPPER     |     17 |           16
 Brand#54   | MEDIUM ANODIZED STEEL     |     12 |           16
 Brand#54   | MEDIUM BRUSHED BRASS      |     12 |           16
 Brand#54   | MEDIUM BRUSHED NICKEL     |      2 |           16
 Brand#54   | MEDIUM BURNISHED STEEL    |     12 |           16
 Brand#54   | PROMO BURNISHED COPPER    |      2 |           16
 Brand#54   | PROMO PLATED BRASS        |     49 |           16
 Brand#54   | PROMO PLATED TIN          |     12 |           16
 Brand#54   | PROMO PLATED TIN          |     17 |           16
 Brand#54   | SMALL ANODIZED COPPER     |     14 |           16
 Brand#54   | SMALL ANODIZED NICKEL     |     13 |           16
 Brand#54   | SMALL BURNISHED BRASS     |     13 |           16
 Brand#54   | SMALL BURNISHED COPPER    |     13 |           16
 Brand#54   | STANDARD ANODIZED COPPER  |     49 |           16
 Brand#54   | STANDARD ANODIZED TIN     |     14 |           16
 Brand#54   | STANDARD POLISHED NICKEL  |      6 |           16
 Brand#54   | STANDARD POLISHED STEEL   |     14 |           16
 Brand#54   | STANDARD POLISHED TIN     |     17 |           16
 Brand#55   | ECONOMY POLISHED TIN      |     14 |           16
 Brand#55   | MEDIUM ANODIZED COPPER    |     12 |           16
 Brand#55   | MEDIUM POLISHED STEEL     |     14 |           16
 Brand#55   | PROMO ANODIZED BRASS      |     14 |           16
 Brand#55   | PROMO ANODIZED COPPER     |     14 |           16
